,age,gender,race,date,file_path,vgg16_pred,vgg16_uncertainty
15,4,1,2.0,2.016121914183783e+16,UTKFACE_val/4_1_2_20161219141837833.jpg.chip.jpg,2.0,1.020835518836975
16,26,1,1.0,2.0170117134025404e+16,UTKFACE_val/26_1_1_20170117134025403.jpg.chip.jpg,32.0,4.4721360206604
17,44,0,0.0,2.017010900214815e+16,UTKFACE_val/44_0_0_20170109002148152.jpg.chip.jpg,66.0,11.063928604125977
18,32,1,0.0,2.0170104172950776e+16,UTKFACE_val/32_1_0_20170104172950778.jpg.chip.jpg,43.0,4.916138648986816
19,22,1,4.0,2.01701032347065e+16,UTKFACE_val/22_1_4_20170103234706499.jpg.chip.jpg,32.0,7.910519123077393
20,12,0,0.0,2.017010320090051e+16,UTKFACE_val/12_0_0_20170103200900511.jpg.chip.jpg,9.0,3.030980348587036
21,35,1,0.0,2.0170117145000436e+16,UTKFACE_val/35_1_0_20170117145000436.jpg.chip.jpg,23.0,2.481510639190674
22,23,0,0.0,2.017011321031975e+16,UTKFACE_val/23_0_0_20170113210319753.jpg.chip.jpg,60.0,20.450904846191406
23,26,1,1.0,2.0170116021324544e+16,UTKFACE_val/26_1_1_20170116021324542.jpg.chip.jpg,45.0,8.916424751281738
24,36,0,0.0,2.0170104172716656e+16,UTKFACE_val/36_0_0_20170104172716658.jpg.chip.jpg,36.0,0.0
25,77,1,0.0,2.017011013155828e+16,UTKFACE_val/77_1_0_20170110131558278.jpg.chip.jpg,77.0,4.518965721130371
26,1,0,2.0,2.0161219221845696e+16,UTKFACE_val/1_0_2_20161219221845695.jpg.chip.jpg,1.0,0.7591546773910522
27,1,1,4.0,2.0161221192800604e+16,UTKFACE_val/1_1_4_20161221192800604.jpg.chip.jpg,4.0,1.0052493810653687
28,67,0,0.0,2.0170117195143524e+16,UTKFACE_val/67_0_0_20170117195143525.jpg.chip.jpg,86.0,7.359025955200195
29,26,1,2.0,2.0170116184701684e+16,UTKFACE_val/26_1_2_20170116184701683.jpg.chip.jpg,24.0,3.587625026702881
30,26,0,2.0,2.0170116182451476e+16,UTKFACE_val/26_0_2_20170116182451477.jpg.chip.jpg,42.0,5.421934127807617
31,30,1,3.0,2.0170104214339132e+16,UTKFACE_val/30_1_3_20170104214339133.jpg.chip.jpg,36.0,4.302997589111328
32,40,0,3.0,2.0170117164228376e+16,UTKFACE_val/40_0_3_20170117164228378.jpg.chip.jpg,36.0,4.965936660766602
33,38,1,1.0,2.017011301250219e+16,UTKFACE_val/38_1_1_20170113012502193.jpg.chip.jpg,46.0,10.161848068237305
34,24,1,1.0,2.017011602411172e+16,UTKFACE_val/24_1_1_20170116024111718.jpg.chip.jpg,28.0,6.402918815612793
35,16,1,0.0,2.01701092034193e+16,UTKFACE_val/16_1_0_20170109203419299.jpg.chip.jpg,15.0,1.341640830039978
36,14,0,0.0,2.017010401333892e+16,UTKFACE_val/14_0_0_20170104013338922.jpg.chip.jpg,14.0,0.0
37,55,0,3.0,2.017011917132293e+16,UTKFACE_val/55_0_3_20170119171322926.jpg.chip.jpg,45.0,3.914883852005005
38,28,0,3.0,2.0170119194929916e+16,UTKFACE_val/28_0_3_20170119194929915.jpg.chip.jpg,42.0,10.364285469055176
39,27,0,3.0,2.0170119152437616e+16,UTKFACE_val/27_0_3_20170119152437615.jpg.chip.jpg,28.0,8.72669792175293
40,16,1,0.0,2.0170109213440224e+16,UTKFACE_val/16_1_0_20170109213440225.jpg.chip.jpg,18.0,2.2307658195495605
41,26,0,2.0,2.017011618302043e+16,UTKFACE_val/26_0_2_20170116183020432.jpg.chip.jpg,55.0,11.564351081848145
42,29,1,3.0,2.0170104223300264e+16,UTKFACE_val/29_1_3_20170104223300263.jpg.chip.jpg,29.0,9.86274242401123
43,11,1,0.0,2.017010920412336e+16,UTKFACE_val/11_1_0_20170109204123358.jpg.chip.jpg,10.0,10.460326194763184
44,22,0,2.0,2.0170104022354724e+16,UTKFACE_val/22_0_2_20170104022354725.jpg.chip.jpg,26.0,3.9319875240325928
45,30,0,3.0,2.017011714431041e+16,UTKFACE_val/30_0_3_20170117144310409.jpg.chip.jpg,26.0,5.76194429397583
46,28,1,1.0,2.0170112230622264e+16,UTKFACE_val/28_1_1_20170112230622262.jpg.chip.jpg,89.0,35.294960021972656
47,55,0,0.0,2.017011713562581e+16,UTKFACE_val/55_0_0_20170117135625808.jpg.chip.jpg,58.0,8.100682258605957
48,78,0,1.0,2.0170117190604292e+16,UTKFACE_val/78_0_1_20170117190604291.jpg.chip.jpg,89.0,17.129844665527344
49,26,0,4.0,2.0170117153355924e+16,UTKFACE_val/26_0_4_20170117153355923.jpg.chip.jpg,36.0,4.382681369781494
50,37,1,2.0,2.0170116192038084e+16,UTKFACE_val/37_1_2_20170116192038085.jpg.chip.jpg,28.0,18.292577743530273
51,81,1,0.0,2.0170120230502536e+16,UTKFACE_val/81_1_0_20170120230502538.jpg.chip.jpg,95.0,4.081730842590332
52,38,0,0.0,2.0170117120851676e+16,UTKFACE_val/38_0_0_20170117120851677.jpg.chip.jpg,40.0,7.358489513397217
53,62,0,0.0,2.0170104184818724e+16,UTKFACE_val/62_0_0_20170104184818725.jpg.chip.jpg,60.0,2.3680994510650635
54,26,1,0.0,2.017010318192688e+16,UTKFACE_val/26_1_0_20170103181926881.jpg.chip.jpg,30.0,3.1622776985168457
55,35,1,1.0,2.0170112234952296e+16,UTKFACE_val/35_1_1_20170112234952297.jpg.chip.jpg,28.0,0.8944271802902222
56,14,0,0.0,2.0170110232633428e+16,UTKFACE_val/14_0_0_20170110232633429.jpg.chip.jpg,14.0,4.54770040512085
57,27,0,1.0,2.017011701372476e+16,UTKFACE_val/27_0_1_20170117013724759.jpg.chip.jpg,26.0,17.305004119873047
58,36,0,0.0,2.0170109010229412e+16,UTKFACE_val/36_0_0_20170109010229413.jpg.chip.jpg,36.0,3.437793016433716
59,26,1,2.0,2.0170116184553464e+16,UTKFACE_val/26_1_2_20170116184553462.jpg.chip.jpg,27.0,2.1144864559173584
60,55,0,0.0,2.0170117155107104e+16,UTKFACE_val/55_0_0_20170117155107102.jpg.chip.jpg,60.0,8.191137313842773
61,24,1,3.0,2.017011917092683e+16,UTKFACE_val/24_1_3_20170119170926830.jpg.chip.jpg,35.0,1.698296308517456
62,77,1,0.0,2.0170110183741484e+16,UTKFACE_val/77_1_0_20170110183741484.jpg.chip.jpg,77.0,1.1180340051651
63,32,1,3.0,2.0170104235157576e+16,UTKFACE_val/32_1_3_20170104235157578.jpg.chip.jpg,52.0,8.147327423095703
64,25,1,2.0,2.0170116175247156e+16,UTKFACE_val/25_1_2_20170116175247157.jpg.chip.jpg,26.0,2.0519566535949707
65,42,0,0.0,2.017011715480201e+16,UTKFACE_val/42_0_0_20170117154802006.jpg.chip.jpg,78.0,10.266322135925293
66,36,0,0.0,2.017011718324068e+16,UTKFACE_val/36_0_0_20170117183240678.jpg.chip.jpg,50.0,9.196537971496582
67,27,1,0.0,2.0170103163215344e+16,UTKFACE_val/27_1_0_20170103163215342.jpg.chip.jpg,38.0,7.857949256896973
68,29,0,3.0,2.017011915303576e+16,UTKFACE_val/29_0_3_20170119153035762.jpg.chip.jpg,28.0,7.176533222198486
69,88,0,2.0,2.0170112224251748e+16,UTKFACE_val/88_0_2_20170112224251748.jpg.chip.jpg,88.0,11.301024436950684
70,1,0,2.0,2.0161219222527224e+16,UTKFACE_val/1_0_2_20161219222527222.jpg.chip.jpg,1.0,1.8093324899673462
71,90,1,0.0,2.017011018291024e+16,UTKFACE_val/90_1_0_20170110182910242.jpg.chip.jpg,85.0,2.7505979537963867
72,1,0,2.0,2.016121916194493e+16,UTKFACE_val/1_0_2_20161219161944926.jpg.chip.jpg,1.0,0.812727689743042
73,1,0,4.0,2.016122120220657e+16,UTKFACE_val/1_0_4_20161221202206568.jpg.chip.jpg,1.0,0.4701623320579529
74,4,1,3.0,2.016122022085987e+16,UTKFACE_val/4_1_3_20161220220859874.jpg.chip.jpg,10.0,3.5015034675598145
75,52,1,0.0,2.0170119202531404e+16,UTKFACE_val/52_1_0_20170119202531405.jpg.chip.jpg,66.0,31.115066528320312
76,35,1,3.0,2.017010422341219e+16,UTKFACE_val/35_1_3_20170104223412190.jpg.chip.jpg,35.0,3.625930070877075
77,1,0,4.0,2.0161221201909504e+16,UTKFACE_val/1_0_4_20161221201909505.jpg.chip.jpg,4.0,1.3533583879470825
78,35,1,0.0,2.017011620162524e+16,UTKFACE_val/35_1_0_20170116201625242.jpg.chip.jpg,26.0,2.0131149291992188
79,32,0,2.0,2.017011616334171e+16,UTKFACE_val/32_0_2_20170116163341710.jpg.chip.jpg,45.0,8.40425968170166
80,27,1,0.0,2.0170117175951092e+16,UTKFACE_val/27_1_0_20170117175951091.jpg.chip.jpg,17.0,6.457146167755127
81,55,0,0.0,2.017011120120168e+16,UTKFACE_val/55_0_0_20170111201201679.jpg.chip.jpg,72.0,0.0
82,30,1,3.0,2.017010423152168e+16,UTKFACE_val/30_1_3_20170104231521681.jpg.chip.jpg,30.0,0.5104177594184875
83,22,0,0.0,2.0170103180152584e+16,UTKFACE_val/22_0_0_20170103180152583.jpg.chip.jpg,22.0,0.0
84,28,1,0.0,2.0170116214208668e+16,UTKFACE_val/28_1_0_20170116214208669.jpg.chip.jpg,35.0,9.017380714416504
85,27,0,1.0,2.017011313321527e+16,UTKFACE_val/27_0_1_20170113133215272.jpg.chip.jpg,28.0,3.3340349197387695
86,58,0,0.0,2.017011719391912e+16,UTKFACE_val/58_0_0_20170117193919120.jpg.chip.jpg,80.0,7.880021572113037
87,61,0,3.0,2.0170109131758364e+16,UTKFACE_val/61_0_3_20170109131758363.jpg.chip.jpg,70.0,9.770390510559082
88,45,0,3.0,2.0170119200658084e+16,UTKFACE_val/45_0_3_20170119200658085.jpg.chip.jpg,70.0,8.389216423034668
89,62,0,0.0,2.0170104185409784e+16,UTKFACE_val/62_0_0_20170104185409782.jpg.chip.jpg,70.0,3.5821192264556885
90,16,0,0.0,2.017011023172067e+16,UTKFACE_val/16_0_0_20170110231720674.jpg.chip.jpg,40.0,12.388449668884277
91,18,0,0.0,2.017011714012305e+16,UTKFACE_val/18_0_0_20170117140123048.jpg.chip.jpg,30.0,1.719853162765503
92,8,1,0.0,2.017010920510968e+16,UTKFACE_val/8_1_0_20170109205109678.jpg.chip.jpg,32.0,12.362506866455078
93,27,0,3.0,2.0170104200540416e+16,UTKFACE_val/27_0_3_20170104200540418.jpg.chip.jpg,28.0,6.6538472175598145
94,32,1,0.0,2.017011118245282e+16,UTKFACE_val/32_1_0_20170111182452820.jpg.chip.jpg,52.0,9.550971031188965
95,1,1,0.0,2.0161219201324636e+16,UTKFACE_val/1_1_0_20161219201324636.jpg.chip.jpg,1.0,0.0
96,54,1,3.0,2.017010913182187e+16,UTKFACE_val/54_1_3_20170109131821873.jpg.chip.jpg,68.0,13.13683032989502
97,42,0,0.0,2.0170117154809284e+16,UTKFACE_val/42_0_0_20170117154809285.jpg.chip.jpg,49.0,1.341640830039978
98,29,1,3.0,2.01701091411143e+16,UTKFACE_val/29_1_3_20170109141114301.jpg.chip.jpg,26.0,2.2004783153533936
99,89,1,0.0,2.017012022553367e+16,UTKFACE_val/89_1_0_20170120225533673.jpg.chip.jpg,88.0,1.4545753002166748
100,58,0,0.0,2.0170120224549744e+16,UTKFACE_val/58_0_0_20170120224549744.jpg.chip.jpg,72.0,29.833044052124023
101,61,1,0.0,2.017011012271239e+16,UTKFACE_val/61_1_0_20170110122712394.jpg.chip.jpg,61.0,0.0
102,1,0,3.0,2.0161220145416256e+16,UTKFACE_val/1_0_3_20161220145416255.jpg.chip.jpg,4.0,0.8207826614379883
103,48,0,3.0,2.017011920535635e+16,UTKFACE_val/48_0_3_20170119205356352.jpg.chip.jpg,28.0,5.093597412109375
104,1,0,0.0,2.016121920514582e+16,UTKFACE_val/1_0_0_20161219205145821.jpg.chip.jpg,1.0,2.390221357345581
105,38,0,0.0,2.0170104165306496e+16,UTKFACE_val/38_0_0_20170104165306497.jpg.chip.jpg,28.0,7.708334445953369
106,48,1,0.0,2.0170109142203204e+16,UTKFACE_val/48_1_0_20170109142203204.jpg.chip.jpg,65.0,9.303507804870605
107,10,1,0.0,2.0170109203427416e+16,UTKFACE_val/10_1_0_20170109203427416.jpg.chip.jpg,10.0,2.412140369415283
108,32,0,2.0,2.01701161802519e+16,UTKFACE_val/32_0_2_20170116180251900.jpg.chip.jpg,42.0,3.1501879692077637
109,45,1,0.0,2.0170115231034804e+16,UTKFACE_val/45_1_0_20170115231034803.jpg.chip.jpg,76.0,11.998245239257812
110,47,0,0.0,2.017011719025835e+16,UTKFACE_val/47_0_0_20170117190258354.jpg.chip.jpg,72.0,19.564401626586914
111,28,1,1.0,2.0170117010436104e+16,UTKFACE_val/28_1_1_20170117010436105.jpg.chip.jpg,26.0,6.019923210144043
112,26,1,4.0,2.017011717432712e+16,UTKFACE_val/26_1_4_20170117174327119.jpg.chip.jpg,20.0,3.7735226154327393
113,34,1,0.0,2.017010417303804e+16,UTKFACE_val/34_1_0_20170104173038042.jpg.chip.jpg,30.0,7.2844462394714355
114,25,1,2.0,2.0170116161500036e+16,UTKFACE_val/25_1_2_20170116161500037.jpg.chip.jpg,26.0,2.518876075744629
115,20,1,0.0,2.017011714121675e+16,UTKFACE_val/20_1_0_20170117141216752.jpg.chip.jpg,24.0,2.0925934314727783
116,1,0,4.0,2.016122120154871e+16,UTKFACE_val/1_0_4_20161221201548713.jpg.chip.jpg,1.0,0.22360679507255554
117,35,0,0.0,2.017011720324056e+16,UTKFACE_val/35_0_0_20170117203240562.jpg.chip.jpg,36.0,6.513144493103027
118,24,1,2.0,2.0170116174501132e+16,UTKFACE_val/24_1_2_20170116174501132.jpg.chip.jpg,4.0,7.020833492279053
119,23,1,3.0,2.017010422231691e+16,UTKFACE_val/23_1_3_20170104222316911.jpg.chip.jpg,24.0,5.429936408996582
120,15,1,0.0,2.017010921344873e+16,UTKFACE_val/15_1_0_20170109213448729.jpg.chip.jpg,14.0,2.9357147216796875
121,47,0,1.0,2.017011719032395e+16,UTKFACE_val/47_0_1_20170117190323954.jpg.chip.jpg,66.0,0.0
122,32,1,1.0,2.0170117194640744e+16,UTKFACE_val/32_1_1_20170117194640746.jpg.chip.jpg,30.0,1.6415653228759766
123,25,1,2.0,2.0161219194415804e+16,UTKFACE_val/25_1_2_20161219194415803.jpg.chip.jpg,28.0,4.22866153717041
124,28,1,3.0,2.017011919505398e+16,UTKFACE_val/28_1_3_20170119195053979.jpg.chip.jpg,35.0,7.863807678222656
125,2,0,0.0,2.017011021323403e+16,UTKFACE_val/2_0_0_20170110213234033.jpg.chip.jpg,2.0,20.18825912475586
126,26,1,0.0,2.0170105003228732e+16,UTKFACE_val/26_1_0_20170105003228731.jpg.chip.jpg,28.0,13.83778190612793
127,66,1,0.0,2.0170110160643984e+16,UTKFACE_val/66_1_0_20170110160643985.jpg.chip.jpg,72.0,2.5955426692962646
128,26,0,4.0,2.0170117152758144e+16,UTKFACE_val/26_0_4_20170117152758143.jpg.chip.jpg,30.0,3.36037278175354
129,40,0,4.0,2.0170104001839284e+16,UTKFACE_val/40_0_4_20170104001839285.jpg.chip.jpg,58.0,4.1735382080078125
130,51,0,0.0,2.0170117173720492e+16,UTKFACE_val/51_0_0_20170117173720491.jpg.chip.jpg,66.0,7.926637172698975
131,1,0,4.0,2.0161221192554516e+16,UTKFACE_val/1_0_4_20161221192554517.jpg.chip.jpg,1.0,0.41039133071899414
132,26,1,4.0,2.0161221193707668e+16,UTKFACE_val/26_1_4_20161221193707668.jpg.chip.jpg,28.0,1.9574419260025024
133,53,0,0.0,2.0170104212411036e+16,UTKFACE_val/53_0_0_20170104212411036.jpg.chip.jpg,70.0,7.8771820068359375
134,16,0,0.0,2.0170104012305504e+16,UTKFACE_val/16_0_0_20170104012305505.jpg.chip.jpg,16.0,3.170173406600952
135,36,0,3.0,2.0170104220700304e+16,UTKFACE_val/36_0_3_20170104220700302.jpg.chip.jpg,36.0,2.2360680103302
136,42,0,1.0,2.017011318152487e+16,UTKFACE_val/42_0_1_20170113181524871.jpg.chip.jpg,49.0,4.90005350112915
137,4,1,0.0,2.017010919211004e+16,UTKFACE_val/4_1_0_20170109192110040.jpg.chip.jpg,4.0,0.4472135901451111
138,38,0,0.0,2.017011712072672e+16,UTKFACE_val/38_0_0_20170117120726722.jpg.chip.jpg,28.0,4.034065246582031
139,72,1,0.0,2.0170110153733572e+16,UTKFACE_val/72_1_0_20170110153733573.jpg.chip.jpg,72.0,3.6992175579071045
140,76,1,0.0,2.017011018161159e+16,UTKFACE_val/76_1_0_20170110181611591.jpg.chip.jpg,80.0,2.9960501194000244
141,42,0,3.0,2.0170105180921464e+16,UTKFACE_val/42_0_3_20170105180921463.jpg.chip.jpg,42.0,6.909946918487549
142,1,1,3.0,2.0161220143335948e+16,UTKFACE_val/1_1_3_20161220143335948.jpg.chip.jpg,1.0,0.0
143,10,1,4.0,2.017010400564967e+16,UTKFACE_val/10_1_4_20170104005649671.jpg.chip.jpg,10.0,0.0
144,25,1,1.0,2.0170117140407096e+16,UTKFACE_val/25_1_1_20170117140407096.jpg.chip.jpg,38.0,13.806463241577148
145,24,0,0.0,2.0170113142022092e+16,UTKFACE_val/24_0_0_20170113142022092.jpg.chip.jpg,26.0,8.561080932617188
146,36,0,3.0,2.0170105180749864e+16,UTKFACE_val/36_0_3_20170105180749864.jpg.chip.jpg,42.0,8.229599952697754
147,18,0,0.0,2.017011023205892e+16,UTKFACE_val/18_0_0_20170110232058918.jpg.chip.jpg,18.0,8.319286346435547
148,26,0,2.0,2.017011618241181e+16,UTKFACE_val/26_0_2_20170116182411806.jpg.chip.jpg,26.0,2.2004783153533936
149,25,1,2.0,2.017011617514885e+16,UTKFACE_val/25_1_2_20170116175148849.jpg.chip.jpg,31.0,19.077335357666016
150,28,0,0.0,2.01701031813204e+16,UTKFACE_val/28_0_0_20170103181320400.jpg.chip.jpg,32.0,10.572556495666504
151,31,0,0.0,2.0170116193252932e+16,UTKFACE_val/31_0_0_20170116193252933.jpg.chip.jpg,26.0,4.348018169403076
152,35,0,0.0,2.0170117180411944e+16,UTKFACE_val/35_0_0_20170117180411944.jpg.chip.jpg,42.0,2.2571523189544678
153,55,0,0.0,2.0170117191852676e+16,UTKFACE_val/55_0_0_20170117191852677.jpg.chip.jpg,70.0,6.525254726409912
154,1,0,0.0,2.017011021260379e+16,UTKFACE_val/1_0_0_20170110212603790.jpg.chip.jpg,1.0,0.0
155,52,0,1.0,2.017011318470375e+16,UTKFACE_val/52_0_1_20170113184703751.jpg.chip.jpg,60.0,0.9403246641159058
156,23,0,1.0,2.0170114030131616e+16,UTKFACE_val/23_0_1_20170114030131616.jpg.chip.jpg,32.0,4.221187114715576
157,26,1,1.0,2.0170117003333388e+16,UTKFACE_val/26_1_1_20170117003333387.jpg.chip.jpg,4.0,11.68399715423584
158,15,1,4.0,2.017010320124785e+16,UTKFACE_val/15_1_4_20170103201247846.jpg.chip.jpg,72.0,28.350948333740234
159,66,1,0.0,2.0170110140359076e+16,UTKFACE_val/66_1_0_20170110140359075.jpg.chip.jpg,72.0,7.225685119628906
160,24,1,0.0,2.017011622261824e+16,UTKFACE_val/24_1_0_20170116222618238.jpg.chip.jpg,32.0,5.155222415924072
161,45,0,4.0,2.017010418434371e+16,UTKFACE_val/45_0_4_20170104184343710.jpg.chip.jpg,49.0,6.467733860015869
162,24,1,2.0,2.0170116174416604e+16,UTKFACE_val/24_1_2_20170116174416603.jpg.chip.jpg,18.0,4.408126354217529
163,27,1,2.0,2.0170116184855652e+16,UTKFACE_val/27_1_2_20170116184855653.jpg.chip.jpg,31.0,5.562089920043945
164,29,0,3.0,2.017011919550066e+16,UTKFACE_val/29_0_3_20170119195500659.jpg.chip.jpg,28.0,10.787907600402832
165,58,0,3.0,2.0170119211558384e+16,UTKFACE_val/58_0_3_20170119211558385.jpg.chip.jpg,61.0,6.073887348175049
166,28,1,3.0,2.0170104223337416e+16,UTKFACE_val/28_1_3_20170104223337415.jpg.chip.jpg,52.0,3.554093360900879
167,77,0,0.0,2.017011122222867e+16,UTKFACE_val/77_0_0_20170111222228671.jpg.chip.jpg,77.0,1.341640830039978
168,54,1,3.0,2.0170119202248868e+16,UTKFACE_val/54_1_3_20170119202248869.jpg.chip.jpg,70.0,8.616996765136719
169,39,1,3.0,2.0170117184917704e+16,UTKFACE_val/39_1_3_20170117184917703.jpg.chip.jpg,52.0,9.809232711791992
170,70,0,0.0,2.0170117171305844e+16,UTKFACE_val/70_0_0_20170117171305844.jpg.chip.jpg,49.0,7.055419921875
171,39,1,3.0,2.017010914063685e+16,UTKFACE_val/39_1_3_20170109140636847.jpg.chip.jpg,35.0,3.0655126571655273
172,58,0,0.0,2.017012022280583e+16,UTKFACE_val/58_0_0_20170120222805833.jpg.chip.jpg,72.0,6.452049732208252
173,62,0,0.0,2.0170111200849716e+16,UTKFACE_val/62_0_0_20170111200849717.jpg.chip.jpg,72.0,3.663475513458252
174,48,1,1.0,2.0170117132631424e+16,UTKFACE_val/48_1_1_20170117132631424.jpg.chip.jpg,30.0,14.957483291625977
175,1,1,4.0,2.017010320483103e+16,UTKFACE_val/1_1_4_20170103204831032.jpg.chip.jpg,4.0,1.1652873754501343
176,30,0,1.0,2.017011720281303e+16,UTKFACE_val/30_0_1_20170117202813031.jpg.chip.jpg,27.0,6.200806617736816
177,70,0,0.0,2.0170117172220584e+16,UTKFACE_val/70_0_0_20170117172220586.jpg.chip.jpg,60.0,5.652200222015381
178,35,1,1.0,2.017011219112747e+16,UTKFACE_val/35_1_1_20170112191127473.jpg.chip.jpg,32.0,14.622981071472168
179,61,0,2.0,2.0170116191832324e+16,UTKFACE_val/61_0_2_20170116191832323.jpg.chip.jpg,66.0,3.5078859329223633
180,2,0,0.0,2.0170110213705228e+16,UTKFACE_val/2_0_0_20170110213705227.jpg.chip.jpg,2.0,0.9119095206260681
181,49,0,0.0,2.0170109003418344e+16,UTKFACE_val/49_0_0_20170109003418343.jpg.chip.jpg,42.0,4.518965721130371
182,45,0,3.0,2.0170119195652068e+16,UTKFACE_val/45_0_3_20170119195652068.jpg.chip.jpg,70.0,16.062705993652344
183,1,0,4.0,2.0161221195419136e+16,UTKFACE_val/1_0_4_20161221195419136.jpg.chip.jpg,1.0,1.4680814743041992
184,16,1,0.0,2.0170109214013596e+16,UTKFACE_val/16_1_0_20170109214013596.jpg.chip.jpg,16.0,2.5526044368743896
185,55,0,0.0,2.0170117201004124e+16,UTKFACE_val/55_0_0_20170117201004124.jpg.chip.jpg,66.0,10.422016143798828
186,38,1,1.0,2.0170116010511936e+16,UTKFACE_val/38_1_1_20170116010511938.jpg.chip.jpg,28.0,4.109040260314941
187,36,0,3.0,2.017011918372824e+16,UTKFACE_val/36_0_3_20170119183728238.jpg.chip.jpg,28.0,6.589265823364258
188,27,1,4.0,2.0170103225912216e+16,UTKFACE_val/27_1_4_20170103225912217.jpg.chip.jpg,31.0,1.9269555807113647
189,61,0,3.0,2.017011921181651e+16,UTKFACE_val/61_0_3_20170119211816513.jpg.chip.jpg,40.0,11.491415977478027
190,46,0,4.0,2.017010516232724e+16,UTKFACE_val/46_0_4_20170105162327242.jpg.chip.jpg,46.0,2.3050289154052734
191,4,0,0.0,2.0170110224817104e+16,UTKFACE_val/4_0_0_20170110224817102.jpg.chip.jpg,5.0,0.3077934980392456
192,58,0,0.0,2.0170113185223064e+16,UTKFACE_val/58_0_0_20170113185223064.jpg.chip.jpg,72.0,10.057073593139648
193,4,1,4.0,2.016122120225781e+16,UTKFACE_val/4_1_4_20161221202257809.jpg.chip.jpg,5.0,1.239694356918335
194,90,0,0.0,2.0170111210516588e+16,UTKFACE_val/90_0_0_20170111210516589.jpg.chip.jpg,90.0,1.7888543605804443
195,1,0,2.0,2.016121920583618e+16,UTKFACE_val/1_0_2_20161219205836181.jpg.chip.jpg,1.0,1.482352375984192
196,22,0,1.0,2.0170113133332896e+16,UTKFACE_val/22_0_1_20170113133332897.jpg.chip.jpg,40.0,9.415971755981445
197,51,0,0.0,2.017011117174732e+16,UTKFACE_val/51_0_0_20170111171747319.jpg.chip.jpg,19.0,16.61356544494629
198,44,0,0.0,2.017011714003699e+16,UTKFACE_val/44_0_0_20170117140036990.jpg.chip.jpg,36.0,9.201830863952637
199,2,1,2.0,2.0170103213340236e+16,UTKFACE_val/2_1_2_20170103213340236.jpg.chip.jpg,1.0,0.7608858942985535
200,37,1,2.0,2.017010517272434e+16,UTKFACE_val/37_1_2_20170105172724340.jpg.chip.jpg,32.0,6.328506946563721
201,1,1,0.0,2.0170109193407724e+16,UTKFACE_val/1_1_0_20170109193407724.jpg.chip.jpg,1.0,0.0
202,27,1,2.0,2.017011617161364e+16,UTKFACE_val/27_1_2_20170116171613640.jpg.chip.jpg,28.0,2.370875835418701
203,4,1,0.0,2.0170109192831144e+16,UTKFACE_val/4_1_0_20170109192831145.jpg.chip.jpg,4.0,0.4472135901451111
204,40,0,3.0,2.0170119191805016e+16,UTKFACE_val/40_0_3_20170119191805016.jpg.chip.jpg,31.0,15.290519714355469
205,53,0,0.0,2.017010517324891e+16,UTKFACE_val/53_0_0_20170105173248910.jpg.chip.jpg,53.0,6.9766526222229
206,50,0,3.0,2.01701051756556e+16,UTKFACE_val/50_0_3_20170105175655598.jpg.chip.jpg,36.0,5.132712364196777
207,40,1,0.0,2.017011623573654e+16,UTKFACE_val/40_1_0_20170116235736541.jpg.chip.jpg,31.0,5.0721116065979
208,27,0,1.0,2.0170117014026944e+16,UTKFACE_val/27_0_1_20170117014026944.jpg.chip.jpg,76.0,15.219361305236816
