,age,gender,race,date,file_path,Unnamed: 0.1
183,35,0,0.0,20170117191728610,UTKFACE/35_0_0_20170117191728610.jpg.chip.jpg,
184,51,0,0.0,20170117190820026,UTKFACE/51_0_0_20170117190820026.jpg.chip.jpg,
185,41,1,3.0,20170110173815028,UTKFACE/41_1_3_20170110173815028.jpg.chip.jpg,
186,6,1,2.0,20161219153247548,UTKFACE/6_1_2_20161219153247548.jpg.chip.jpg,
187,15,0,3.0,20170105183235993,UTKFACE/15_0_3_20170105183235993.jpg.chip.jpg,
188,80,1,0.0,20170110182107291,UTKFACE/80_1_0_20170110182107291.jpg.chip.jpg,
189,52,1,1.0,20170105003356704,UTKFACE/52_1_1_20170105003356704.jpg.chip.jpg,
190,9,0,0.0,20170110220406314,UTKFACE/9_0_0_20170110220406314.jpg.chip.jpg,
191,52,1,0.0,20170103180938968,UTKFACE/52_1_0_20170103180938968.jpg.chip.jpg,
192,82,0,1.0,20170111210240036,UTKFACE/82_0_1_20170111210240036.jpg.chip.jpg,
193,6,0,2.0,20170103210440650,UTKFACE/6_0_2_20170103210440650.jpg.chip.jpg,
194,35,0,0.0,20170117190337506,UTKFACE/35_0_0_20170117190337506.jpg.chip.jpg,
195,38,1,1.0,20170109002344735,UTKFACE/38_1_1_20170109002344735.jpg.chip.jpg,
196,1,0,2.0,20161219221751759,UTKFACE/1_0_2_20161219221751759.jpg.chip.jpg,
197,31,1,0.0,20170117135716524,UTKFACE/31_1_0_20170117135716524.jpg.chip.jpg,
198,53,0,0.0,20170104205937252,UTKFACE/53_0_0_20170104205937252.jpg.chip.jpg,
199,35,1,4.0,20170117201436958,UTKFACE/35_1_4_20170117201436958.jpg.chip.jpg,
200,35,0,0.0,20170117191042138,UTKFACE/35_0_0_20170117191042138.jpg.chip.jpg,
201,26,1,1.0,20170116012224668,UTKFACE/26_1_1_20170116012224668.jpg.chip.jpg,
202,19,1,0.0,20170109214615122,UTKFACE/19_1_0_20170109214615122.jpg.chip.jpg,
203,76,0,2.0,20170112224008292,UTKFACE/76_0_2_20170112224008292.jpg.chip.jpg,
204,60,0,1.0,20170117160801279,UTKFACE/60_0_1_20170117160801279.jpg.chip.jpg,
205,41,1,3.0,20170109140751299,UTKFACE/41_1_3_20170109140751299.jpg.chip.jpg,
206,36,0,0.0,20170117184847906,UTKFACE/36_0_0_20170117184847906.jpg.chip.jpg,
207,37,1,0.0,20170117135946239,UTKFACE/37_1_0_20170117135946239.jpg.chip.jpg,
208,48,1,0.0,20170119201528627,UTKFACE/48_1_0_20170119201528627.jpg.chip.jpg,
209,22,1,4.0,20170112233746160,UTKFACE/22_1_4_20170112233746160.jpg.chip.jpg,
210,105,0,0.0,20170112213001988,UTKFACE/105_0_0_20170112213001988.jpg.chip.jpg,
211,85,1,0.0,20170110181543448,UTKFACE/85_1_0_20170110181543448.jpg.chip.jpg,
212,29,1,2.0,20170116173118658,UTKFACE/29_1_2_20170116173118658.jpg.chip.jpg,
213,30,1,4.0,20170103213106156,UTKFACE/30_1_4_20170103213106156.jpg.chip.jpg,
214,13,1,4.0,20170103200913055,UTKFACE/13_1_4_20170103200913055.jpg.chip.jpg,
215,14,1,0.0,20170109212753539,UTKFACE/14_1_0_20170109212753539.jpg.chip.jpg,
216,51,0,1.0,20170116222058188,UTKFACE/51_0_1_20170116222058188.jpg.chip.jpg,
217,101,1,2.0,20170105174739309,UTKFACE/101_1_2_20170105174739309.jpg.chip.jpg,
218,56,0,0.0,20170120222916505,UTKFACE/56_0_0_20170120222916505.jpg.chip.jpg,
219,91,0,1.0,20170117194736477,UTKFACE/91_0_1_20170117194736477.jpg.chip.jpg,
220,17,1,4.0,20170102234911226,UTKFACE/17_1_4_20170102234911226.jpg.chip.jpg,
221,103,0,2.0,20170112213001988,UTKFACE/103_0_2_20170112213001988.jpg.chip.jpg,
222,70,0,3.0,20170105175417710,UTKFACE/70_0_3_20170105175417710.jpg.chip.jpg,
223,1,1,4.0,20161221192836205,UTKFACE/1_1_4_20161221192836205.jpg.chip.jpg,
224,30,0,3.0,20170117143039026,UTKFACE/30_0_3_20170117143039026.jpg.chip.jpg,
225,91,1,2.0,20170105174644734,UTKFACE/91_1_2_20170105174644734.jpg.chip.jpg,
226,41,1,4.0,20170104204946628,UTKFACE/41_1_4_20170104204946628.jpg.chip.jpg,
227,83,0,0.0,20170111223725228,UTKFACE/83_0_0_20170111223725228.jpg.chip.jpg,
228,15,0,0.0,20170110225410802,UTKFACE/15_0_0_20170110225410802.jpg.chip.jpg,
229,82,1,1.0,20170110154342872,UTKFACE/82_1_1_20170110154342872.jpg.chip.jpg,
230,18,0,3.0,20170116221917954,UTKFACE/18_0_3_20170116221917954.jpg.chip.jpg,
231,54,0,0.0,20170105163714131,UTKFACE/54_0_0_20170105163714131.jpg.chip.jpg,
232,58,0,0.0,20170113210319952,UTKFACE/58_0_0_20170113210319952.jpg.chip.jpg,
233,96,1,0.0,20170110182026396,UTKFACE/96_1_0_20170110182026396.jpg.chip.jpg,
234,99,1,0.0,20170120221920654,UTKFACE/99_1_0_20170120221920654.jpg.chip.jpg,
235,69,1,0.0,20170110141854535,UTKFACE/69_1_0_20170110141854535.jpg.chip.jpg,
236,42,0,1.0,20170117171503046,UTKFACE/42_0_1_20170117171503046.jpg.chip.jpg,
237,46,0,0.0,20170105173017060,UTKFACE/46_0_0_20170105173017060.jpg.chip.jpg,
238,17,1,3.0,20170104221735351,UTKFACE/17_1_3_20170104221735351.jpg.chip.jpg,
239,8,1,4.0,20170104005228631,UTKFACE/8_1_4_20170104005228631.jpg.chip.jpg,
240,53,0,0.0,20170113184941808,UTKFACE/53_0_0_20170113184941808.jpg.chip.jpg,
241,65,0,0.0,20170113190804729,UTKFACE/65_0_0_20170113190804729.jpg.chip.jpg,
242,37,1,0.0,20170103163428135,UTKFACE/37_1_0_20170103163428135.jpg.chip.jpg,
243,42,1,0.0,20170109141959953,UTKFACE/42_1_0_20170109141959953.jpg.chip.jpg,
244,6,1,0.0,20170104005857767,UTKFACE/6_1_0_20170104005857767.jpg.chip.jpg,
245,85,1,0.0,20170110183522560,UTKFACE/85_1_0_20170110183522560.jpg.chip.jpg,
246,96,1,1.0,20170110183853718,UTKFACE/96_1_1_20170110183853718.jpg.chip.jpg,
247,86,1,2.0,20170105174813405,UTKFACE/86_1_2_20170105174813405.jpg.chip.jpg,
248,89,0,1.0,20170117194109597,UTKFACE/89_0_1_20170117194109597.jpg.chip.jpg,
249,11,1,0.0,20170109205214234,UTKFACE/11_1_0_20170109205214234.jpg.chip.jpg,
250,45,1,0.0,20170110154650451,UTKFACE/45_1_0_20170110154650451.jpg.chip.jpg,
251,110,1,3.0,20170110155139762,UTKFACE/110_1_3_20170110155139762.jpg.chip.jpg,
252,72,0,0.0,20170111210705162,UTKFACE/72_0_0_20170111210705162.jpg.chip.jpg,
253,68,1,0.0,20170110175703443,UTKFACE/68_1_0_20170110175703443.jpg.chip.jpg,
254,11,1,0.0,20170109204614249,UTKFACE/11_1_0_20170109204614249.jpg.chip.jpg,
255,68,1,0.0,20170110143529881,UTKFACE/68_1_0_20170110143529881.jpg.chip.jpg,
256,64,1,0.0,20170110152936764,UTKFACE/64_1_0_20170110152936764.jpg.chip.jpg,
257,29,0,4.0,20170103235201420,UTKFACE/29_0_4_20170103235201420.jpg.chip.jpg,
258,9,0,0.0,20170110220236260,UTKFACE/9_0_0_20170110220236260.jpg.chip.jpg,
259,99,1,2.0,20170110182418864,UTKFACE/99_1_2_20170110182418864.jpg.chip.jpg,
260,12,1,2.0,20170103200649030,UTKFACE/12_1_2_20170103200649030.jpg.chip.jpg,
261,52,1,0.0,20170109142345793,UTKFACE/52_1_0_20170109142345793.jpg.chip.jpg,
262,62,1,0.0,20170109142055018,UTKFACE/62_1_0_20170109142055018.jpg.chip.jpg,
263,18,0,2.0,20161219205328564,UTKFACE/18_0_2_20161219205328564.jpg.chip.jpg,
264,80,0,0.0,20170110183557670,UTKFACE/80_0_0_20170110183557670.jpg.chip.jpg,
265,101,1,2.0,20170105174739309,UTKFACE/101_1_2_20170105174739309.jpg.chip.jpg,
266,53,0,0.0,20170104184408718,UTKFACE/53_0_0_20170104184408718.jpg.chip.jpg,
267,87,1,0.0,20170120224714735,UTKFACE/87_1_0_20170120224714735.jpg.chip.jpg,
268,20,1,0.0,20170104021334149,UTKFACE/20_1_0_20170104021334149.jpg.chip.jpg,
269,95,1,0.0,20170110182409918,UTKFACE/95_1_0_20170110182409918.jpg.chip.jpg,
270,71,1,0.0,20170110160644048,UTKFACE/71_1_0_20170110160644048.jpg.chip.jpg,
271,19,1,0.0,20170103201450359,UTKFACE/19_1_0_20170103201450359.jpg.chip.jpg,
272,84,1,0.0,20170109150746501,UTKFACE/84_1_0_20170109150746501.jpg.chip.jpg,
273,35,1,1.0,20170117141052934,UTKFACE/35_1_1_20170117141052934.jpg.chip.jpg,
274,1,0,2.0,20161219142135209,UTKFACE/1_0_2_20161219142135209.jpg.chip.jpg,
275,66,1,0.0,20170110143321085,UTKFACE/66_1_0_20170110143321085.jpg.chip.jpg,
276,72,0,0.0,20170111204451925,UTKFACE/72_0_0_20170111204451925.jpg.chip.jpg,
277,27,1,2.0,20170104022251917,UTKFACE/27_1_2_20170104022251917.jpg.chip.jpg,
278,87,1,0.0,20170120224714735,UTKFACE/87_1_0_20170120224714735.jpg.chip.jpg,
279,82,0,0.0,20170111210449740,UTKFACE/82_0_0_20170111210449740.jpg.chip.jpg,
280,50,0,2.0,20170112220437210,UTKFACE/50_0_2_20170112220437210.jpg.chip.jpg,
281,89,1,3.0,20170110182042731,UTKFACE/89_1_3_20170110182042731.jpg.chip.jpg,
282,42,1,0.0,20170104184036733,UTKFACE/42_1_0_20170104184036733.jpg.chip.jpg,
283,49,0,0.0,20170105172956637,UTKFACE/49_0_0_20170105172956637.jpg.chip.jpg,
